ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;10000;10000;156;0;11340;0;0;0;11340;0;0.0156;0.004019999999999999;;28277;28279;175552;199699;28277;28281;28283;173517;199851;28281
2;19;35000;35000;1060;0;3240;0;0;0;3240;0;0.030285714285714287;0.0011485714285714285;;191136;197211;175552;236508;191137;191137;197286;173517;236576;191138
3;18;39375;39375;1022;0;2880;180;0;0;2880;180;0.025955555555555555;0.001020952380952381;;184302;225565;18052;435625;186411;184303;225136;16017;435853;186387
4;17;42000;42000;743;0;2700;0;0;0;2700;0;0.01769047619047619;0.0009571428571428571;;133934;138989;175552;627961;133934;133936;138818;173517;628351;133936
5;16;45000;45000;1740;0;2520;0;0;0;2520;0;0.03866666666666667;0.0008933333333333334;;313537;319380;175552;770114;313537;313536;319523;173517;770666;313538
6;15;52500;52500;3807;0;2160;804;0;0;2160;804;0.07251428571428571;0.0007657142857142857;;685832;733068;85552;1091930;699754;685834;732775;83517;1092608;699580
7;14;56700;56700;3;0;2000;0;0;0;2000;0;5.291005291005291e-05;0.000708994708994709;;733;739;13552;1786026;733;737;743;11518;1786808;737
8;13;70000;70000;521;0;1620;0;0;0;1620;0;0.0074428571428571426;0.0005742857142857142;;93960;98588;412568;1795191;93977;93952;94123;410636;1796069;93979
9;12;78750;78750;1247;0;1440;400;0;0;1440;400;0.015834920634920636;0.0005104761904761905;;224798;266871;233905;1897533;235324;224799;266675;231897;1898524;235230
10;11;84375;84375;3524;0;1344;676;-80;0;1344;756;0.04176592592592593;0.00047644444444444443;;634873;1834125;18066;2172438;712135;634885;1834340;16040;3109536;726532
11;10;90000;90000;10550;0;1260;2627;211;0;1260;2416;0.11722222222222223;0.0004466666666666667;;1941487;3545059;535184;2817222;2383745;1941049;2892670;533267;2815944;2224484
12;9;113400;113400;2921;0;1000;468;-21;0;1000;489;0.025758377425044093;0.0003544973544973545;;526357;4434624;41434;4770812;710031;526219;4432445;39433;4770411;713765
13;8;118125;118125;2129;0;960;332;-40;0;960;372;0.018023280423280424;0.0003403174603174603;;383679;3413269;211401;5305706;459381;383679;3411924;209412;5305410;459198
14;7;126000;126000;2053;0;900;196;-39;0;900;235;0.016293650793650794;0.0003190476190476191;;369994;1610768;318488;5739198;409012;369974;1446806;316496;5738546;423394
15;6;129600;129600;6143;0;875;1307;-29;0;875;1336;0.047399691358024694;0.00031018518518518515;;1106662;6654020;31556;6118037;1728700;1106665;5698015;29521;6117429;1669742
16;5;135000;135000;5604;0;840;1296;127;0;840;1169;0.04151111111111111;0.0002977777777777778;;1009527;5180639;498033;7678956;1535502;1009528;3416048;496043;7675018;1342307
17;4;140000;140000;1435;0;810;143;7;0;810;136;0.01025;0.0002871428571428571;;258617;2919221;515955;9213153;336744;258608;2539237;514245;9166740;325147
18;3;162000;162000;7026;0;700;1201;35;0;700;1166;0.04337037037037037;0.00024814814814814816;;1265713;7850769;175556;9478251;1978242;1265715;6731202;173521;9475180;1912077
19;2;189000;189000;3971;0;600;616;-1;0;600;617;0.02101058201058201;0.0002126984126984127;;715337;6480902;175556;11507157;1135304;715327;6478598;173521;11502915;1123267
20;1;810000;810000;64216;0;140;2531;0;0;140;2531;0.07927901234567901;4.9629629629629625e-05;;28684513;34213787;5413984;12231700;30840205;28673468;34199970;5411297;12227395;30828211
;;113400000;;;;;12777;;;;12607;0.685927610229277;0.013942026455026457;0.6998696366843034
;;;;;;;0.013305157705251624;;;;;
