ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads;;FPS Min Work Jitter;FPS Max Work Jitter;FPS Min Release Jitter;FPS Max Release Jitter;FPS Avarage Work Jitter;EDF Min Work Jitter;EDF Max Work Jitter;EDF Min Release Jitter;EDF Max Release Jitter;EDF Avarage Work Jitter
1;20;18900;18900;1058;0;6000;0;0;0;6000;0;0.05597883597883598;0.002126984126984127;;190779;197666;13551;199254;190779;190780;198026;11514;199848;190780
2;19;20000;20000;299;0;5670;0;0;0;5670;0;0.01495;0.0020099999999999996;;54011;54017;175546;398592;54011;54019;54021;173514;399081;54019
3;18;45000;45000;5056;0;2520;1170;0;0;2520;1170;0.11235555555555556;0.0008933333333333334;;910875;1185491;175551;460596;976498;910876;1185852;173505;461156;976309
4;17;47250;47250;1216;0;2400;120;0;0;2400;120;0.025735449735449736;0.0008507936507936508;;219220;287219;40551;1379522;222009;219221;286927;38514;1380170;221988
5;16;54000;54000;3157;0;2100;600;60;0;2100;540;0.05846296296296296;0.0007444444444444445;;568821;840537;175551;1606849;613113;568823;839754;173514;1607584;606490
6;15;56700;56700;942;0;2000;140;0;0;2000;140;0.016613756613756615;0.000708994708994709;;169747;1161609;213045;2183930;191891;169751;1160802;211046;2184755;191860
7;14;70875;70875;744;0;1600;60;0;0;1600;60;0.010497354497354497;0.0005671957671957671;;134115;203044;18051;2362037;136437;134119;203026;16015;2362931;136423
8;13;90000;90000;3945;0;1260;690;0;0;1260;690;0.043833333333333335;0.0004466666666666667;;710663;1534707;1095417;2504420;820212;710650;1534650;1093421;2505409;819988
9;12;90720;90720;1204;0;1250;140;0;0;1250;140;0.013271604938271606;0.0004431216931216931;;217062;1866376;10810;3223615;262243;217063;1145350;8413;3224651;256426
10;11;94500;94500;135;0;1200;0;0;0;1200;0;0.0014285714285714286;0.0004253968253968254;;24499;24644;513326;3652885;24499;24503;24644;511373;3653571;24505
11;10;101250;101250;598;0;1120;40;-22;0;1120;62;0.005906172839506173;0.000397037037037037;;107833;574054;40555;3685855;118583;107837;540611;38518;3686635;121079
12;9;105000;105000;342;0;1080;11;-17;0;1080;28;0.0032571428571428573;0.00038285714285714285;;61763;265547;175555;3869266;63419;61771;356957;173518;3869710;67470
13;8;108000;108000;3170;0;1050;756;152;0;1050;604;0.02935185185185185;0.00037222222222222225;;571170;2029955;753308;3939614;741801;571170;2028086;751329;3940151;721308
14;7;135000;135000;364;0;840;53;-17;0;840;70;0.0026962962962962965;0.0002977777777777778;;65707;531918;1095503;4519566;76105;65711;655026;1093497;6608505;82780
15;6;140000;140000;2572;0;810;300;-35;0;810;335;0.01837142857142857;0.0002871428571428571;;463396;1765509;238288;4593970;625687;463387;3541239;236275;8386900;666723
16;5;141750;141750;19729;0;800;2818;69;0;800;2749;0.1391816578483245;0.00028359788359788357;;3820107;8047057;412351;5066274;5551856;3819689;7313121;410409;5067048;5358101
17;4;150000;150000;7455;0;756;1024;11;0;756;1013;0.0497;0.000268;;1342937;10186442;175555;11088080;2438676;1342928;9567394;173518;11086351;2189126
18;3;168000;168000;8060;0;675;1148;22;0;675;1126;0.04797619047619048;0.00023928571428571429;;1451964;13477466;175555;12441857;3037038;1451965;13064520;173518;12416099;2875837
19;2;175000;175000;3784;0;648;493;29;0;648;464;0.02162285714285714;0.00022971428571428573;;681665;14169319;175555;14253746;1351762;681665;9672637;173518;14227140;1195359
20;1;525000;525000;8720;0;216;369;-1;0;216;370;0.01660952380952381;7.657142857142856e-05;;1570761;14705789;938355;14990500;3338810;1570761;14700700;936459;14984086;3332712
;;113400000;;;;;9932;;;;9681;0.6878005467372135;0.012051137566137567;0.699851684303351
;;;;;;;0.02527184857027789;;;;;
