ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;23000;23000;544;0;44;0;0;0;44;0;0.02365217391304348;0.0017478260869565217
2;9;24000;24000;161;0;42;0;0;0;42;0;0.0067083333333333335;0.0016749999999999998
3;8;30000;30000;6863;0;34;17;8;0;34;9;0.22876666666666667;0.00134
4;7;39000;39000;5737;0;26;10;0;0;26;10;0.14710256410256412;0.0010307692307692307
5;6;46000;46000;3445;0;22;5;1;0;22;4;0.0748913043478261;0.0008739130434782608
6;5;54000;54000;1320;0;19;1;-1;0;19;2;0.024444444444444446;0.0007444444444444445
7;4;59000;59000;2365;0;17;5;1;0;17;4;0.040084745762711864;0.0006813559322033898
8;3;64000;64000;10932;0;16;39;7;0;16;32;0.1708125;0.000628125
9;2;87000;87000;6645;0;11;18;-5;0;11;23;0.07637931034482759;0.00046206896551724135
10;1;96000;96000;9355;1;10;21;8;0;10;13;0.09744791666666666;0.00041874999999999996
;;1000000;;;;;116;;;;97;0.8902899595820842;0.009602252703369089;0.8998922122854534
;;;;;;;0.16379310344827586;;;;;
