ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;11000;11000;979;0;91;0;0;0;91;0;0.089;0.0036545454545454546
2;9;17000;17000;841;0;59;0;0;0;59;0;0.04947058823529412;0.002364705882352941
3;8;20000;20000;6567;0;50;41;11;0;50;30;0.32835;0.0020099999999999996
4;7;45000;45000;3175;0;23;10;2;0;23;8;0.07055555555555555;0.0008933333333333334
5;6;62000;62000;2328;0;17;9;0;0;17;9;0.037548387096774195;0.0006483870967741935
6;5;72000;72000;5971;0;14;21;-3;0;14;24;0.08293055555555555;0.0005583333333333333
7;4;77000;77000;3028;0;13;9;3;0;13;6;0.039324675324675325;0.0005220779220779221
8;3;79000;79000;411;0;13;2;-1;0;13;3;0.00520253164556962;0.0005088607594936708
9;2;81000;81000;5729;0;13;15;-6;0;13;21;0.0707283950617284;0.0004962962962962963
10;1;90000;90000;10319;1;11;47;12;0;11;35;0.11465555555555555;0.0004466666666666667
;;1000000;;;;;154;;;;136;0.8877662440307081;0.01210320674487381;0.899869450775582
;;;;;;;0.11688311688311688;;;;;
