ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;10000;10000;101;0;100;0;0;0;100;0;0.0101;0.004019999999999999
2;9;11000;11000;1180;0;91;9;9;0;91;0;0.10727272727272727;0.0036545454545454546
3;8;34000;34000;1137;0;30;3;0;0;30;3;0.03344117647058824;0.0011823529411764705
4;7;41000;41000;2103;0;25;8;0;0;25;8;0.051292682926829265;0.0009804878048780487
5;6;53000;53000;5058;0;19;19;0;0;19;19;0.09543396226415095;0.0007584905660377359
6;5;64000;64000;5745;0;16;25;-4;0;16;29;0.089765625;0.000628125
7;4;78000;78000;22775;0;13;81;5;0;13;76;0.2919871794871795;0.0005153846153846154
8;3;80000;80000;824;0;13;4;1;0;13;3;0.0103;0.0005024999999999999
9;2;85000;85000;3758;0;12;9;2;0;12;7;0.04421176470588235;0.0004729411764705882
10;1;93000;93000;273;0;11;1;0;0;11;1;0.002935483870967742;0.000432258064516129
;;1000000;;;;;159;;;;146;0.7367406019983254;0.01314708562300904;0.7498876876213344
;;;;;;;0.08176100628930817;;;;;
