ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;13000;13000;2070;0;77;0;0;0;77;0;0.15923076923076923;0.003092307692307692
2;9;26000;26000;70;0;39;0;0;0;39;0;0.002692307692307692;0.001546153846153846
3;8;39000;39000;3211;0;26;0;0;0;26;0;0.08233333333333333;0.0010307692307692307
4;7;42000;42000;648;0;24;0;0;0;24;0;0.015428571428571429;0.0009571428571428571
5;6;62000;62000;3001;0;17;6;0;0;17;6;0.048403225806451615;0.0006483870967741935
6;5;78000;78000;4121;0;13;3;0;0;13;3;0.052833333333333336;0.0005153846153846154
7;4;88000;88000;15222;0;12;26;0;0;12;26;0.17297727272727273;0.0004568181818181818
8;3;90000;90000;8228;0;11;14;0;0;11;14;0.09142222222222222;0.0004466666666666667
9;2;95000;95000;5391;0;11;11;0;0;11;11;0.05674736842105263;0.0004231578947368421
10;1;98000;98000;5707;0;10;6;0;0;11;6;0.05823469387755102;0.00041020408163265306
;;1000000;;;;;66;;;;66;0.7403030980728652;0.009526992163386778;0.749830090236252
;;;;;;;0.0;;;;;
