ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;18000;18000;3214;0;56;0;0;0;56;0;0.17855555555555555;0.0022333333333333333
2;9;20000;20000;2404;0;50;5;5;0;50;0;0.1202;0.0020099999999999996
3;8;25000;25000;1043;0;40;2;0;0;40;2;0.04172;0.001608
4;7;28000;28000;30;0;36;0;0;0;36;0;0.0010714285714285715;0.0014357142857142856
5;6;34000;34000;1802;0;30;8;1;0;30;7;0.053;0.0011823529411764705
6;5;44000;44000;3562;0;23;9;0;0;23;9;0.08095454545454546;0.0009136363636363636
7;4;49000;49000;4328;0;21;17;1;0;21;16;0.0883265306122449;0.0008204081632653061
8;3;50000;50000;5994;0;20;21;2;0;20;19;0.11988;0.000804
9;2;66000;66000;1174;0;16;6;-1;0;16;7;0.017787878787878787;0.0006090909090909092
10;1;78000;78000;2827;0;13;12;1;0;13;11;0.036243589743589745;0.0005153846153846154
;;1000000;;;;;80;;;;71;0.737739528725243;0.012131920611601284;0.7498714493368442
;;;;;;;0.1125;;;;;
