ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;32000;32000;2256;0;32;0;0;0;32;0;0.0705;0.00125625
2;9;42000;42000;1389;0;24;0;0;0;24;0;0.03307142857142857;0.0009571428571428571
3;8;43000;43000;1470;0;24;0;0;0;24;0;0.034186046511627904;0.0009348837209302325
4;7;46000;46000;2424;0;22;3;0;0;22;3;0.052695652173913046;0.0008739130434782608
5;6;55000;55000;3062;0;19;8;0;0;19;8;0.05567272727272727;0.0007309090909090909
6;5;60000;60000;199;0;17;0;0;0;17;0;0.0033166666666666665;0.00067
7;4;62000;62000;5035;0;16;7;-2;0;16;9;0.08120967741935484;0.0006483870967741935
8;3;66000;66000;5927;0;15;8;-2;0;15;10;0.0898030303030303;0.0006090909090909092
9;2;74000;74000;19904;0;14;46;14;0;14;32;0.26897297297297296;0.0005432432432432432
10;1;84000;84000;8634;0;12;23;6;0;12;17;0.10278571428571429;0.00047857142857142857
;;1000000;;;;;95;;;;79;0.7922139161774358;0.007702391390140215;0.7999163075675759
;;;;;;;0.16842105263157894;;;;;
