ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;15000;15000;433;0;67;0;0;0;67;0;0.028866666666666665;0.00268
2;9;20000;20000;698;0;50;0;0;0;50;0;0.0349;0.0020099999999999996
3;8;26000;26000;379;0;39;0;0;0;39;0;0.014576923076923078;0.001546153846153846
4;7;47000;47000;5330;0;22;14;1;0;22;13;0.11340425531914894;0.0008553191489361703
5;6;53000;53000;2955;0;19;4;-3;0;19;7;0.055754716981132074;0.0007584905660377359
6;5;55000;55000;20960;0;18;61;8;0;18;53;0.3810909090909091;0.0007309090909090909
7;4;60000;60000;288;0;17;0;0;0;17;0;0.0048;0.00067
8;3;62000;62000;3190;0;16;12;0;0;16;12;0.05145161290322581;0.0006483870967741935
9;2;68000;68000;4638;0;15;15;2;0;15;13;0.06820588235294117;0.0005911764705882353
10;1;84000;84000;3008;0;12;11;0;0;12;11;0.03580952380952381;0.00047857142857142857
;;1000000;;;;;117;;;;109;0.7888604902004707;0.0109690076479707;0.7998294978484414
;;;;;;;0.06837606837606838;;;;;
