ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;14000;14000;972;0;72;0;0;0;72;0;0.06942857142857142;0.002871428571428571
2;9;45000;45000;628;0;23;0;0;0;23;0;0.013955555555555556;0.0008933333333333334
3;8;46000;46000;3660;0;22;3;0;0;22;3;0.07956521739130434;0.0008739130434782608
4;7;48000;48000;2717;0;21;4;1;0;21;3;0.056604166666666664;0.0008374999999999999
5;6;64000;64000;8794;0;16;14;0;0;16;14;0.13740625;0.000628125
6;5;68000;68000;1293;0;15;1;0;0;15;1;0.01901470588235294;0.0005911764705882353
7;4;77000;77000;2679;0;13;2;-1;0;13;3;0.03479220779220779;0.0005220779220779221
8;3;84000;84000;2198;0;12;2;0;0;12;2;0.026166666666666668;0.00047857142857142857
9;2;85000;85000;11285;0;12;27;2;0;12;25;0.13276470588235295;0.0004729411764705882
10;1;88000;88000;1894;0;12;2;0;0;12;2;0.021522727272727273;0.0004568181818181818
;;1000000;;;;;55;;;;53;0.5912207745384056;0.008625885127766521;0.5998466596661721
;;;;;;;0.03636363636363636;;;;;
