ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;12000;12000;962;0;84;0;0;0;84;0;0.08016666666666666;0.0033499999999999997
2;9;15000;15000;1009;0;67;0;0;0;67;0;0.06726666666666667;0.00268
3;8;29000;29000;2283;0;35;10;0;0;35;10;0.07872413793103449;0.001386206896551724
4;7;30000;30000;1490;0;34;2;2;0;34;0;0.049666666666666665;0.00134
5;6;31000;31000;1653;0;33;4;0;0;33;4;0.05332258064516129;0.001296774193548387
6;5;33000;33000;152;0;31;0;0;0;31;0;0.004606060606060606;0.0012181818181818183
7;4;40000;40000;339;0;25;0;0;0;25;0;0.008475;0.0010049999999999998
8;3;54000;54000;2440;0;19;7;0;0;19;7;0.04518518518518518;0.0007444444444444445
9;2;55000;55000;5582;0;18;27;0;0;18;27;0.10149090909090909;0.0007309090909090909
10;1;65000;65000;3024;0;16;13;-1;0;16;14;0.046523076923076924;0.0006184615384615384
;;1000000;;;;;63;;;;62;0.5354269503814275;0.014369977982097003;0.5497969283635246
;;;;;;;0.015873015873015872;;;;;
