ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;24000;24000;2300;0;42;0;0;0;42;0;0.09583333333333334;0.0016749999999999998
2;9;43000;43000;253;0;24;0;0;0;24;0;0.005883720930232558;0.0009348837209302325
3;8;48000;48000;4737;0;21;2;1;0;21;1;0.0986875;0.0008374999999999999
4;7;49000;49000;3433;0;21;2;0;0;21;2;0.07006122448979592;0.0008204081632653061
5;6;59000;59000;1668;0;17;2;0;0;17;2;0.028271186440677967;0.0006813559322033898
6;5;61000;61000;687;0;17;0;0;0;17;0;0.011262295081967213;0.000659016393442623
7;4;70000;70000;3290;0;15;4;0;0;15;4;0.047;0.0005742857142857142
8;3;81000;81000;10867;0;13;19;0;0;13;19;0.1341604938271605;0.0004962962962962963
9;2;83000;83000;2195;0;13;4;0;0;13;4;0.02644578313253012;0.00048433734939759034
10;1;93000;93000;2300;0;11;7;1;0;11;6;0.024731182795698924;0.000432258064516129
;;1000000;;;;;40;;;;38;0.5423367200313965;0.007595341634337282;0.5499320616657338
;;;;;;;0.05;;;;;
