ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;15000;15000;391;0;67;0;0;0;67;0;0.026066666666666665;0.00268
2;9;17000;17000;445;0;59;0;0;0;59;0;0.026176470588235294;0.002364705882352941
3;8;22000;22000;389;0;46;0;0;0;46;0;0.01768181818181818;0.0018272727272727273
4;7;26000;26000;2556;0;39;14;0;0;39;14;0.0983076923076923;0.001546153846153846
5;6;42000;42000;5963;0;24;27;0;0;24;27;0.14197619047619048;0.0009571428571428571
6;5;60000;60000;5452;0;17;16;-1;0;17;17;0.09086666666666667;0.00067
7;4;69000;69000;3772;0;15;7;0;0;15;7;0.05466666666666667;0.0005826086956521739
8;3;73000;73000;14558;0;14;52;2;0;14;50;0.19942465753424657;0.0005506849315068494
9;2;78000;78000;1767;0;13;5;0;0;13;5;0.022653846153846153;0.0005153846153846154
10;1;86000;86000;848;0;12;2;0;0;12;2;0.00986046511627907;0.00046744186046511623
;;1000000;;;;;123;;;;122;0.687681140358308;0.012161395415931128;0.699842535774239
;;;;;;;0.008130081300813009;;;;;
