ID;Priority;Period;Deadline;WCET;FPS Deadline Miss;FPS Executions;FPS Preemptions;Less;EDF Deadline Miss;EDF Executions;EDF Preemptions;Utilization by work;Utilization by calculable overheads
1;10;10000;10000;108;0;100;0;0;0;100;0;0.0108;0.004019999999999999
2;9;14000;14000;1422;0;72;0;0;0;72;0;0.10157142857142858;0.002871428571428571
3;8;18000;18000;446;0;56;0;0;0;56;0;0.024777777777777777;0.0022333333333333333
4;7;23000;23000;2989;0;44;27;0;0;44;27;0.12995652173913044;0.0017478260869565217
5;6;50000;50000;6065;0;20;23;-2;0;20;25;0.1213;0.000804
6;5;69000;69000;867;0;15;1;-2;0;15;3;0.012565217391304348;0.0005826086956521739
7;4;71000;71000;9010;0;14;40;-2;0;14;42;0.12690140845070422;0.0005661971830985916
8;3;72000;72000;13894;0;14;58;4;0;14;54;0.1929722222222222;0.0005583333333333333
9;2;76000;76000;6594;0;13;27;1;0;14;26;0.08676315789473685;0.0005289473684210527
10;1;95000;95000;12154;4;11;44;3;0;11;41;0.12793684210526315;0.0004231578947368421
;;1000000;;;;;220;;;;218;0.9355445761525676;0.014335832466960416;0.949880408619528
;;;;;;;0.00909090909090909;;;;;
